CYP2C19_allele	African_American_Afro_Caribbean	American	Central_South_Asian	East_Asian	European	Latino	Near_Eastern	Oceanian	Sub_Saharan_African
*16/*17	4.1439999999999995e-07	1.722e-07	3.416e-07	4.1e-08	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*16/*18	2e-12	2e-12	2e-12	3.98e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*19	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*2	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	5.669999999999999e-07	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*16/*22	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*23	2e-12	2e-12	2e-12	1.1999999999999998e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*24	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*25	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*26	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*28	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	7.4e-09
*16/*29	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*3	5.6e-09	8e-10	3.1399999999999997e-08	1.45e-07	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*16/*30	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*31	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*32	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*33	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*34	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*35	3.18e-08	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*16/*36	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*37	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*38	1.4832e-06	1.6604e-06	1.308e-06	1.3025999999999998e-06	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*16/*39	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*4	2e-12	2e-12	2e-12	4e-10	4.6e-09	1e-09	2e-12	2e-12	2e-12
*16/*5	2e-12	2e-12	2e-12	6.4e-09	2e-10	2e-12	2e-12	2e-12	2e-12
*16/*6	2e-12	2e-12	2e-12	1.1999999999999998e-09	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*16/*7	2e-12	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*16/*8	2.2e-09	2e-12	2e-12	2e-12	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*16/*9	2.8599999999999998e-08	2e-12	2e-12	2e-10	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*17/*17	0.04293184	0.007413209999999999	0.029172640000000003	0.00042025000000000005	0.04639716000000001	0.02775556	0.03663395999999999	0.003249	0.030032890000000003
*17/*18	4.1439999999999995e-07	1.722e-07	3.416e-07	0.0008159	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*19	4.1439999999999995e-07	1.722e-07	3.416e-07	8.200000000000001e-06	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*2	0.07521359999999999	0.02090508	0.09219783999999999	0.0116235	0.06328452	0.03471944	0.04585944	0.069483	0.05434688
*17/*22	4.1439999999999995e-07	1.722e-07	3.416e-07	4.1e-08	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*23	4.1439999999999995e-07	1.722e-07	3.416e-07	2.4599999999999998e-05	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*24	4.1439999999999995e-07	1.722e-07	3.416e-07	8.200000000000001e-06	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*25	4.1439999999999995e-07	1.722e-07	3.416e-07	8.200000000000001e-06	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*26	4.1439999999999995e-07	1.722e-07	3.416e-07	4.1e-08	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*28	4.1439999999999995e-07	1.722e-07	3.416e-07	4.1e-08	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	0.00128242
*17/*29	4.1439999999999995e-07	1.722e-07	3.416e-07	8.200000000000001e-06	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*3	0.00116032	6.888e-05	0.00536312	0.0029725	0.00068928	0.00026656	0.0063162	0.016689600000000002	0.0009358200000000001
*17/*30	4.1439999999999995e-07	1.722e-07	3.416e-07	8.200000000000001e-06	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*31	4.1439999999999995e-07	1.722e-07	3.416e-07	8.200000000000001e-06	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*32	4.1439999999999995e-07	1.722e-07	3.416e-07	8.200000000000001e-06	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*33	4.1439999999999995e-07	1.722e-07	3.416e-07	8.200000000000001e-06	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*34	4.1439999999999995e-07	1.722e-07	3.416e-07	4.1e-08	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*35	0.0065889600000000005	1.722e-07	3.416e-07	4.1e-08	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	0.01112586
*17/*36	4.1439999999999995e-07	1.722e-07	3.416e-07	4.1e-08	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*37	4.1439999999999995e-07	1.722e-07	3.416e-07	4.1e-08	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*38	0.30731904	0.14296044	0.2234064	0.0267033	0.32598636000000003	0.26749296	0.32055672	0.02793	0.28736606
*17/*39	4.1439999999999995e-07	1.722e-07	3.416e-07	4.1e-08	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*4	4.1439999999999995e-07	1.722e-07	3.416e-07	8.200000000000001e-06	0.00099084	0.0001666	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*5	4.1439999999999995e-07	1.722e-07	3.416e-07	0.00013120000000000002	4.308e-05	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*6	4.1439999999999995e-07	1.722e-07	3.416e-07	2.4599999999999998e-05	0.00012924	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*7	4.1439999999999995e-07	1.722e-07	3.416e-07	4.1000000000000006e-06	4.308e-07	3.332e-07	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*8	0.00045584	1.722e-07	3.416e-07	4.1e-08	0.0014647199999999999	0.00043316	3.8279999999999996e-07	1.14e-07	3.466e-07
*17/*9	0.00592592	1.722e-07	3.416e-07	4.1000000000000006e-06	0.00030156000000000003	0.00026656	3.8279999999999996e-07	1.14e-07	0.0093582
*18/*18	1e-12	1e-12	1e-12	0.00039601	1e-12	1e-12	1e-12	1e-12	1e-12
*18/*19	2e-12	2e-12	2e-12	7.96e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*2	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	0.0112833	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*18/*22	2e-12	2e-12	2e-12	3.98e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*23	2e-12	2e-12	2e-12	2.388e-05	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*24	2e-12	2e-12	2e-12	7.96e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*25	2e-12	2e-12	2e-12	7.96e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*26	2e-12	2e-12	2e-12	3.98e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*28	2e-12	2e-12	2e-12	3.98e-08	2e-12	2e-12	2e-12	2e-12	7.4e-09
*18/*29	2e-12	2e-12	2e-12	7.96e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*3	5.6e-09	8e-10	3.1399999999999997e-08	0.0028855	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*18/*30	2e-12	2e-12	2e-12	7.96e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*31	2e-12	2e-12	2e-12	7.96e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*32	2e-12	2e-12	2e-12	7.96e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*33	2e-12	2e-12	2e-12	7.96e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*34	2e-12	2e-12	2e-12	3.98e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*35	3.18e-08	2e-12	2e-12	3.98e-08	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*18/*36	2e-12	2e-12	2e-12	3.98e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*37	2e-12	2e-12	2e-12	3.98e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*38	1.4832e-06	1.6604e-06	1.308e-06	0.025921740000000002	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*18/*39	2e-12	2e-12	2e-12	3.98e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*4	2e-12	2e-12	2e-12	7.96e-06	4.6e-09	1e-09	2e-12	2e-12	2e-12
*18/*5	2e-12	2e-12	2e-12	0.00012736	2e-10	2e-12	2e-12	2e-12	2e-12
*18/*6	2e-12	2e-12	2e-12	2.388e-05	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*18/*7	2e-12	2e-12	2e-12	3.98e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*8	2.2e-09	2e-12	2e-12	3.98e-08	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*18/*9	2.8599999999999998e-08	2e-12	2e-12	3.98e-06	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*19/*19	1e-12	1e-12	1e-12	4e-08	1e-12	1e-12	1e-12	1e-12	1e-12
*19/*2	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	0.00011339999999999999	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*19/*22	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*23	2e-12	2e-12	2e-12	2.4e-07	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*24	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*25	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*26	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*28	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	7.4e-09
*19/*29	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*3	5.6e-09	8e-10	3.1399999999999997e-08	2.9e-05	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*19/*30	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*31	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*32	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*33	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*34	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*35	3.18e-08	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*19/*36	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*37	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*38	1.4832e-06	1.6604e-06	1.308e-06	0.00026052000000000003	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*19/*39	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*4	2e-12	2e-12	2e-12	8e-08	4.6e-09	1e-09	2e-12	2e-12	2e-12
*19/*5	2e-12	2e-12	2e-12	1.28e-06	2e-10	2e-12	2e-12	2e-12	2e-12
*19/*6	2e-12	2e-12	2e-12	2.4e-07	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*19/*7	2e-12	2e-12	2e-12	4e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*8	2.2e-09	2e-12	2e-12	4e-10	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*19/*9	2.8599999999999998e-08	2e-12	2e-12	4e-08	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*2/*2	0.03294225	0.014737959999999998	0.07284600999999999	0.08037224999999999	0.021579610000000003	0.01085764	0.014352040000000002	0.3714902500000001	0.02458624
*2/*22	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	5.669999999999999e-07	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*23	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	0.0003401999999999999	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*24	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	0.00011339999999999999	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*25	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	0.00011339999999999999	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*26	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	5.669999999999999e-07	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*28	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	5.669999999999999e-07	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	0.00116032
*2/*29	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	0.00011339999999999999	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*3	0.0010164	9.712e-05	0.008474859999999999	0.04110749999999999	0.00047008000000000005	0.00016672	0.0039534	0.17846160000000003	0.00084672
*2/*30	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	0.00011339999999999999	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*31	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	0.00011339999999999999	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*32	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	0.00011339999999999999	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*33	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	0.00011339999999999999	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*34	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	5.669999999999999e-07	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*35	0.0057717	2.428e-07	5.397999999999999e-07	5.669999999999999e-07	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	0.010066559999999999
*2/*36	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	5.669999999999999e-07	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*37	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	5.669999999999999e-07	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*38	0.2692008	0.20157256	0.3530292	0.3692871	0.22231846000000002	0.16730351999999998	0.20064104000000002	0.298655	0.26000576
*2/*39	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	5.669999999999999e-07	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*4	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	0.00011339999999999999	0.00067574	0.0001042	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*5	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	0.0018143999999999999	2.9380000000000003e-05	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*6	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	0.0003401999999999999	8.813999999999999e-05	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*7	3.6299999999999995e-07	2.428e-07	5.397999999999999e-07	5.6699999999999996e-05	2.938e-07	2.0839999999999999e-07	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*8	0.0003993	2.428e-07	5.397999999999999e-07	5.669999999999999e-07	0.00099892	0.00027092	2.396e-07	1.219e-06	3.1359999999999995e-07
*2/*9	0.0051909	2.428e-07	5.397999999999999e-07	5.6699999999999996e-05	0.00020566	0.00016672	2.396e-07	1.219e-06	0.0084672
*22/*22	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12
*22/*23	2e-12	2e-12	2e-12	1.1999999999999998e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*22/*24	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*22/*25	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*22/*26	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*22/*28	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	7.4e-09
*22/*29	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*22/*3	5.6e-09	8e-10	3.1399999999999997e-08	1.45e-07	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*22/*30	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*22/*31	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*22/*32	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*22/*33	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*22/*34	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*22/*35	3.18e-08	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*22/*36	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*22/*37	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*22/*38	1.4832e-06	1.6604e-06	1.308e-06	1.3025999999999998e-06	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*22/*39	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*22/*4	2e-12	2e-12	2e-12	4e-10	4.6e-09	1e-09	2e-12	2e-12	2e-12
*22/*5	2e-12	2e-12	2e-12	6.4e-09	2e-10	2e-12	2e-12	2e-12	2e-12
*22/*6	2e-12	2e-12	2e-12	1.1999999999999998e-09	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*22/*7	2e-12	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*22/*8	2.2e-09	2e-12	2e-12	2e-12	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*22/*9	2.8599999999999998e-08	2e-12	2e-12	2e-10	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*23/*23	1e-12	1e-12	1e-12	3.5999999999999994e-07	1e-12	1e-12	1e-12	1e-12	1e-12
*23/*24	2e-12	2e-12	2e-12	2.4e-07	2e-12	2e-12	2e-12	2e-12	2e-12
*23/*25	2e-12	2e-12	2e-12	2.4e-07	2e-12	2e-12	2e-12	2e-12	2e-12
*23/*26	2e-12	2e-12	2e-12	1.1999999999999998e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*23/*28	2e-12	2e-12	2e-12	1.1999999999999998e-09	2e-12	2e-12	2e-12	2e-12	7.4e-09
*23/*29	2e-12	2e-12	2e-12	2.4e-07	2e-12	2e-12	2e-12	2e-12	2e-12
*23/*3	5.6e-09	8e-10	3.1399999999999997e-08	8.699999999999999e-05	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*23/*30	2e-12	2e-12	2e-12	2.4e-07	2e-12	2e-12	2e-12	2e-12	2e-12
*23/*31	2e-12	2e-12	2e-12	2.4e-07	2e-12	2e-12	2e-12	2e-12	2e-12
*23/*32	2e-12	2e-12	2e-12	2.4e-07	2e-12	2e-12	2e-12	2e-12	2e-12
*23/*33	2e-12	2e-12	2e-12	2.4e-07	2e-12	2e-12	2e-12	2e-12	2e-12
*23/*34	2e-12	2e-12	2e-12	1.1999999999999998e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*23/*35	3.18e-08	2e-12	2e-12	1.1999999999999998e-09	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*23/*36	2e-12	2e-12	2e-12	1.1999999999999998e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*23/*37	2e-12	2e-12	2e-12	1.1999999999999998e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*23/*38	1.4832e-06	1.6604e-06	1.308e-06	0.0007815599999999999	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*23/*39	2e-12	2e-12	2e-12	1.1999999999999998e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*23/*4	2e-12	2e-12	2e-12	2.4e-07	4.6e-09	1e-09	2e-12	2e-12	2e-12
*23/*5	2e-12	2e-12	2e-12	3.84e-06	2e-10	2e-12	2e-12	2e-12	2e-12
*23/*6	2e-12	2e-12	2e-12	7.199999999999999e-07	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*23/*7	2e-12	2e-12	2e-12	1.2e-07	2e-12	2e-12	2e-12	2e-12	2e-12
*23/*8	2.2e-09	2e-12	2e-12	1.1999999999999998e-09	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*23/*9	2.8599999999999998e-08	2e-12	2e-12	1.2e-07	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*24/*24	1e-12	1e-12	1e-12	4e-08	1e-12	1e-12	1e-12	1e-12	1e-12
*24/*25	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*24/*26	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*24/*28	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	7.4e-09
*24/*29	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*24/*3	5.6e-09	8e-10	3.1399999999999997e-08	2.9e-05	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*24/*30	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*24/*31	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*24/*32	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*24/*33	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*24/*34	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*24/*35	3.18e-08	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*24/*36	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*24/*37	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*24/*38	1.4832e-06	1.6604e-06	1.308e-06	0.00026052000000000003	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*24/*39	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*24/*4	2e-12	2e-12	2e-12	8e-08	4.6e-09	1e-09	2e-12	2e-12	2e-12
*24/*5	2e-12	2e-12	2e-12	1.28e-06	2e-10	2e-12	2e-12	2e-12	2e-12
*24/*6	2e-12	2e-12	2e-12	2.4e-07	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*24/*7	2e-12	2e-12	2e-12	4e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*24/*8	2.2e-09	2e-12	2e-12	4e-10	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*24/*9	2.8599999999999998e-08	2e-12	2e-12	4e-08	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*25/*25	1e-12	1e-12	1e-12	4e-08	1e-12	1e-12	1e-12	1e-12	1e-12
*25/*26	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*25/*28	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	7.4e-09
*25/*29	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*25/*3	5.6e-09	8e-10	3.1399999999999997e-08	2.9e-05	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*25/*30	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*25/*31	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*25/*32	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*25/*33	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*25/*34	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*25/*35	3.18e-08	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*25/*36	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*25/*37	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*25/*38	1.4832e-06	1.6604e-06	1.308e-06	0.00026052000000000003	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*25/*39	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*25/*4	2e-12	2e-12	2e-12	8e-08	4.6e-09	1e-09	2e-12	2e-12	2e-12
*25/*5	2e-12	2e-12	2e-12	1.28e-06	2e-10	2e-12	2e-12	2e-12	2e-12
